Age,Gender,Height,Weight,CALC,FAVC,FCVC,NCP,SCC,SMOKE,CH2O,family_history_with_overweight,FAF,TUE,CAEC,MTRANS,NObeyesdad,BMI
19.0,0,1.564199,42.096062,3,1,3.0,1.894384,1,0,2.456581,0,1.596576,0.9974,2,3,0,17.205110355115853
20.254534,0,1.56948,41.324558,2,1,2.392665,1.0,0,0,1.0,0,0.0,0.738269,1,3,0,16.77631783660484
21.0,0,1.52,42.0,2,1,3.0,1.0,0,0,1.0,0,0.0,0.0,1,3,0,18.178670360110804
20.225396,0,1.550648,44.641796,2,1,3.0,2.857787,0,0,1.0,0,0.754646,0.0,1,3,0,18.565866011435933
19.86997,0,1.520997,42.0,2,1,3.0,1.0,0,0,1.527036,0,0.0,0.860497,1,3,0,18.15484625757197
20.147114,0,1.528011,42.0,2,1,3.0,1.0,0,0,1.322669,0,0.0,0.478676,1,3,0,17.98855709756791
21.996523,0,1.733263,50.890363,2,0,3.0,3.765526,0,0,1.656082,0,0.42777,0.555967,1,3,0,16.93973516274657
21.376426,0,1.722527,50.833029,2,0,3.0,3.285167,0,0,1.569082,0,0.545931,0.469735,1,3,0,17.132230656095224
19.724106,0,1.734832,50.0,2,0,1.123939,4.0,0,0,1.0,0,1.303976,0.371941,1,3,0,16.61327123510909
23.0,1,1.882779,64.106108,2,1,3.0,3.0,0,0,2.843777,1,1.488843,0.009254,2,0,0,18.08425905159074
22.851834,1,1.854592,63.611109,2,1,3.0,3.691226,0,0,2.650989,1,1.228136,0.8324,2,0,0,18.494227814135193
23.0,1,1.835643,58.854416,2,1,3.0,3.0,0,0,2.027984,1,1.661556,0.114716,2,0,0,17.466368142414424
18.216032,1,1.755507,52.0,3,1,3.0,3.0,0,0,2.0,1,0.658894,1.0,1,3,0,16.87322946073548
21.81119,1,1.71266,51.598593,3,1,3.0,3.156153,0,0,1.253803,1,0.544784,0.256382,1,3,0,17.591203391194185
18.164768,1,1.694265,52.0,3,1,3.0,3.0,0,0,2.0,1,0.819682,1.0,1,3,0,18.115097047652036
18.871794,0,1.586895,41.452385,2,1,2.0,1.07976,0,0,1.0,0,0.194745,1.547086,2,3,0,16.460883437039772
18.766033,0,1.579561,41.890204,2,1,2.027574,1.0,0,0,1.636326,0,0.0,1.906141,2,3,0,16.78957375925266
18.540535,0,1.564568,41.397378,2,1,2.658112,1.0,0,0,1.298165,0,0.0,1.639326,2,3,0,16.911570800342314
19.88036,0,1.670635,49.742931,2,0,2.88626,3.559841,0,0,1.632004,0,2.0,1.0,1,3,0,17.82248345525793
19.717249,0,1.688426,49.660995,2,0,2.714447,3.0,0,0,2.0,0,1.903182,1.0,1,3,0,17.42012850253795
19.633898,0,1.66084,49.039794,2,0,2.750715,3.0,0,0,2.0,0,1.067817,1.0,1,3,0,17.778415231221288
23.0,0,1.710182,50.287967,3,1,2.0,3.0,0,0,2.099863,1,1.63581,2.0,1,3,0,17.194098743422185
20.406871,0,1.755978,53.699561,3,1,2.0,3.891994,0,0,1.86393,1,2.870127,2.0,1,3,0,17.4153655324191
23.0,0,1.728834,51.442293,3,1,2.0,3.0,0,0,1.229915,1,0.619533,2.0,1,3,0,17.21130214480665
19.058511,0,1.662017,49.838965,2,1,1.4925,3.0,0,0,1.049134,0,2.0,1.0,2,3,0,18.042557227370896
18.827008,0,1.7,50.0,2,1,1.0,3.240578,0,0,1.0,0,2.0,1.0,2,3,0,17.301038062283737
19.314964,0,1.661403,49.932199,2,1,2.205439,3.0,0,0,1.530531,0,2.0,1.0,2,3,0,18.089672818885816
29.970445,0,1.610863,49.516027,3,1,2.059138,3.904858,0,0,2.0,1,0.821977,0.0,1,3,0,19.08220593702959
32.383858,0,1.640688,46.655622,3,1,3.0,3.11158,0,0,2.721769,1,1.44287,0.0,1,3,0,17.332131697748757
24.163526,0,1.64603,49.839685,3,1,3.0,3.590039,0,0,2.7305,1,0.107078,0.0,1,3,0,18.395000174666684
17.038222,1,1.710564,51.588874,2,1,2.0,2.057935,0,0,2.371015,0,0.288032,0.714627,2,3,0,17.631018184497087
16.30687,1,1.752755,50.0,2,1,2.310423,3.558637,0,0,1.787843,0,1.926592,0.828549,2,3,0,16.27524649994985
16.198153,1,1.691007,52.629374,2,1,2.0,2.000986,0,0,2.673835,0,0.99295,0.474836,2,3,0,18.40506661088191
18.0,1,1.753349,51.457226,2,1,2.823179,3.0,0,0,1.773236,0,1.252472,1.0,2,3,0,16.738233815390476
18.0,1,1.781543,50.869704,2,1,2.052932,3.0,0,0,2.0,0,0.520408,1.0,2,3,0,16.027529774529064
18.0,1,1.755823,52.331172,2,1,2.596364,3.0,0,0,2.0,0,0.281734,1.488372,2,3,0,16.97457830019326
17.486869,1,1.836669,58.943347,3,1,2.767731,3.821168,0,0,2.0,1,2.0,0.556245,2,0,0,17.473222259306745
19.920629,1,1.768493,57.790381,3,1,2.0,3.897078,0,0,2.622638,1,2.0,1.894105,2,0,0,18.47774066119892
18.426619,1,1.777108,57.145917,3,1,2.0,3.092116,0,0,2.426465,1,2.0,1.839862,2,0,0,18.09495728268534
17.082867,0,1.640824,43.365005,2,1,2.815157,3.0,0,0,2.911187,0,2.595128,1.380204,2,3,0,16.10702754247296
17.000433,0,1.584951,44.411801,2,1,2.737762,3.0,0,0,2.310921,0,2.240714,1.59257,2,3,0,17.679366734104885
16.270434,0,1.818268,47.124717,2,1,3.0,3.286431,0,0,2.148146,0,2.458237,1.273333,2,3,0,14.25387559306874
17.908114,1,1.793926,59.682591,3,1,2.568063,4.0,0,0,2.0,1,2.0,0.220029,2,0,0,18.545503142543524
17.120699,1,1.809251,58.968994,3,1,2.524428,4.0,0,0,2.0,1,2.0,0.03838,2,0,0,18.014660261682458
19.329542,1,1.767335,55.700497,3,1,2.0,4.0,0,0,2.157395,1,2.0,1.679149,2,0,0,17.8328728823082
22.377998,0,1.699568,54.98774,3,1,3.0,3.0,0,0,2.0,1,0.139808,0.875464,1,3,0,19.036573483200915
20.954955,0,1.759358,55.01045,3,1,2.971574,3.592415,0,0,2.894678,1,2.0,1.009632,1,3,0,17.77201852833317
22.991668,0,1.740295,54.166453,3,1,3.0,3.0,0,0,2.025279,1,2.0,0.152985,1,3,0,17.88482325406944
19.300435,0,1.739354,49.649613,2,1,3.0,3.754599,0,0,1.692112,0,2.0,1.0,2,3,0,16.411183711596255
17.065445,0,1.647811,49.603807,2,1,3.0,3.566082,0,0,1.438398,0,2.0,1.0,2,3,0,18.268387442922204
19.084967,0,1.768435,49.597765,2,1,3.0,3.725797,0,0,1.191401,0,2.0,1.0,2,3,0,15.8592959374506
18.024853,0,1.7,50.0,2,1,1.0816,3.520555,0,0,1.016968,0,0.651412,1.0,1,3,0,17.301038062283737
19.833682,0,1.699464,49.676046,2,1,1.270448,3.731212,0,0,1.876915,0,2.0,1.0,1,3,0,17.19978752642145
17.767432,0,1.74379,50.0,2,1,1.344854,4.0,0,0,1.0,0,2.0,1.0,1,3,0,16.44302203217087
19.504696,0,1.590317,42.367615,2,0,2.959658,3.0,0,0,1.0,0,1.522399,0.0,1,3,0,16.751998060774227
19.950605,0,1.527133,42.0,2,0,2.725282,1.259803,0,0,1.0,0,1.37467,0.0,1,3,0,18.00924749371343
19.0,0,1.530875,42.0,2,0,2.844607,1.273128,0,0,1.69551,0,0.260079,0.635867,1,3,0,17.92131315435253
17.0,1,1.848294,59.409018,3,1,2.44004,3.0,0,0,2.0,1,2.784471,1.0,2,0,0,17.390427829018297
17.0,1,1.824414,59.295172,3,1,2.432302,3.0,0,0,2.0,1,2.349495,1.0,2,0,0,17.814455010819305
18.525525,1,1.856633,59.258372,3,1,2.592247,3.304123,0,0,2.036764,1,2.038653,1.119877,2,0,0,17.190859275873304
22.926352,0,1.715597,50.0,3,1,2.449267,3.647154,0,0,1.266018,1,0.866045,0.097234,1,3,0,16.98789030845973
21.785351,0,1.675054,49.945233,3,1,2.929889,3.0,0,0,2.792074,1,0.630944,1.366355,1,3,0,17.800672864824055
23.0,0,1.717601,51.073918,3,1,2.0,3.0,0,0,1.426874,1,2.20208,2.0,1,3,0,17.312293504988723
17.402028,0,1.710756,50.0,2,1,2.015258,3.300666,0,0,1.315608,0,0.069802,1.0,2,3,0,17.084169069105297
18.0,0,1.7,50.0,2,1,1.031149,3.0,0,0,1.963628,0,0.028202,1.0,2,3,0,17.301038062283737
18.48207,0,1.7,50.0,2,1,1.592183,3.535016,0,0,1.086391,0,0.618913,1.0,2,3,0,17.301038062283737
18.53084,0,1.573816,39.850137,2,1,1.21498,1.717608,0,0,1.179942,0,0.684739,2.0,2,3,0,16.088735295769812
19.94814,0,1.530884,39.371523,2,1,1.522001,3.0,0,0,1.98126,0,2.306844,0.720454,2,3,0,16.799549924116445
20.400053,0,1.529724,40.343463,2,1,2.703436,2.884479,0,0,1.439962,0,0.144627,0.322307,2,3,0,17.24038712804867
19.556729,1,1.767563,56.307019,3,1,2.362918,4.0,0,0,2.358172,1,2.0,0.939819,2,0,0,18.02240444578646
17.70368,1,1.883364,60.0,3,1,3.0,3.626815,0,0,2.0,1,2.011519,0.456462,2,0,0,16.915417482616117
18.274358,1,1.824655,58.621349,3,1,2.14084,4.0,0,0,2.931438,1,2.0,1.164457,2,0,0,17.607361673701302
18.0,1,1.840138,60.0,3,1,3.0,4.0,0,0,2.0,1,2.0,0.0,2,0,0,17.719459183718914
17.210933,1,1.819557,58.325122,3,1,2.5596,4.0,0,0,2.0,1,2.0,0.331483,2,0,0,17.61669055929319
17.469417,1,1.798645,59.612717,3,1,2.336044,4.0,0,0,2.0,1,2.0,0.133005,2,0,0,18.42671873520805
18.0,1,1.7108,50.92538,2,1,2.0,3.0,0,0,2.0,1,0.0,1.593704,2,3,0,17.399461009890867
18.0,1,1.70653,51.121749,2,1,2.0,3.0,0,0,2.0,1,0.0,1.329237,2,3,0,17.554070932791323
18.0,1,1.716691,51.149283,2,1,1.813234,3.0,0,0,1.274815,1,0.520407,1.673584,2,3,0,17.356225723871688
19.010211,0,1.555431,44.188767,2,0,2.724285,3.0,1,0,1.0,0,1.070331,0.0,1,3,0,18.26460915102028
19.091346,0,1.603923,45.0,2,0,3.0,3.0,1,0,1.28246,0,1.60195,0.0,1,3,0,17.49224225906647
19.773303,0,1.602082,45.0,2,0,3.0,3.0,1,0,2.875583,0,1.258504,0.0,1,3,0,17.53246706757937
19.483036,0,1.53777,42.0,2,1,3.0,1.0,0,0,1.387531,0,0.0,0.466169,1,3,0,17.760963517595197
19.0,0,1.538398,42.0,2,1,2.71897,1.473088,0,0,1.164644,0,1.235675,0.930926,1,3,0,17.74646582780741
19.407204,0,1.520862,42.0,2,1,3.0,1.0,0,0,1.848703,0,0.0,0.744555,1,3,0,18.15806944681936
18.0,1,1.717826,51.7325,2,1,1.133844,3.0,0,0,1.325326,1,0.227985,1.708309,2,3,0,17.530936758504264
18.424941,1,1.753389,54.121925,2,1,2.0,3.16645,0,0,2.278578,1,1.838881,2.0,2,3,0,17.604215642803354
18.0,1,1.70165,50.157707,2,1,1.757466,3.0,0,0,1.153559,1,0.833976,1.616045,2,3,0,17.32196664638739
19.97981,1,1.75336,54.997374,3,1,2.0,3.494849,0,0,2.976672,1,1.94907,2.0,2,3,0,17.88956432896845
21.798856,0,1.672007,49.980968,3,1,2.979383,3.0,0,0,2.975887,1,0.945093,1.241755,1,3,0,17.87839303047231
22.209706,0,1.593847,44.050251,3,0,3.0,2.99321,0,0,2.702783,0,1.967234,0.0,1,3,0,17.34024098343433
23.018443,0,1.584785,44.376637,3,0,2.204914,2.127797,0,0,2.120292,0,0.995735,0.0,1,3,0,17.66906966441184
19.376997,0,1.600264,45.0,2,0,3.0,3.0,1,0,2.949419,0,1.295697,0.0,1,3,0,17.572325654127575
20.971429,0,1.549311,41.557468,2,1,2.927218,1.0,0,0,1.0,0,0.0,0.276592,1,3,0,17.312981718550116
20.345161,0,1.534385,41.96525,2,1,2.88853,1.0,0,0,1.0,0,0.0,0.196224,1,3,0,17.824654732734817
20.519916,0,1.725548,49.815599,3,0,2.890535,3.90779,0,0,1.109115,1,1.548953,0.555468,1,3,0,16.730590420999565
20.406066,1,1.868931,63.199726,2,1,3.0,3.699594,0,0,2.825629,1,1.699592,0.071028,2,0,0,18.093753105237365
21.478496,0,1.686936,51.256059,3,1,3.0,3.179995,0,0,1.910378,1,0.480614,0.625079,1,3,0,18.011421853370344
18.372563,0,1.589829,40.202773,2,1,2.0,1.075553,0,0,1.0,0,0.127425,1.679442,2,3,0,15.905787660342869
19.931667,0,1.653209,49.026214,2,0,2.530066,3.0,0,0,1.965237,0,2.0,1.0,2,3,0,17.93795105982149
22.998709,0,1.740108,53.65727,3,1,2.241606,3.0,0,0,1.846626,1,2.460238,0.814518,1,3,0,17.720507899860916
18.006742,0,1.7,50.0,2,1,1.003566,3.238258,0,0,1.014634,0,0.783676,1.0,1,3,0,17.301038062283737
34.799519,0,1.689141,50.0,3,1,2.652779,3.804944,0,0,1.60114,1,0.174692,0.096982,1,3,0,17.52419984648443
16.496978,1,1.691206,50.0,2,1,2.0,1.630846,0,0,2.975528,0,0.548991,0.369134,2,3,0,17.481431100595408
18.0,1,1.788459,51.552595,2,1,2.897899,3.0,0,0,1.835545,0,1.162519,1.0,2,3,0,16.11730981522832
17.377131,1,1.811238,58.83071,3,1,2.483979,3.762778,0,0,2.0,1,2.0,0.930051,2,0,0,17.93300408452241
16.611837,0,1.830068,43.534531,2,1,2.945967,3.0,0,0,2.953192,0,2.830911,1.466667,2,3,0,12.998684889724604
17.080493,1,1.782756,56.029418,3,1,2.0,4.0,0,0,2.28525,1,2.0,1.162801,2,0,0,17.629187536750678
22.970655,0,1.751691,55.967655,3,1,2.478891,3.371832,0,0,2.004126,1,2.0,0.327376,1,3,0,18.239885740290408
17.764764,0,1.78656,50.0,2,1,2.784464,4.0,0,0,1.0,0,2.0,1.0,2,3,0,15.665158448270383
19.272573,0,1.71367,50.0,2,1,1.005578,4.0,0,0,1.0,0,1.683957,0.704978,1,3,0,17.026117119972472
19.0,0,1.540375,42.006282,2,0,2.938031,2.705445,1,0,1.333807,0,1.877369,0.370973,1,3,0,17.703589081229534
17.06713,1,1.896734,59.895052,3,1,2.842102,3.34175,0,0,2.0,1,2.511157,0.560351,2,0,0,16.648614136737812
23.0,0,1.710129,50.079991,3,1,2.0,3.0,0,0,2.685842,1,0.373186,2.0,1,3,0,17.12405045192035
18.0,0,1.704193,50.631889,2,1,2.0,3.0,0,0,2.0,0,0.0,1.525597,2,3,0,17.433579894188025
19.054008,0,1.556611,39.695295,2,1,1.889199,2.217651,0,0,2.013605,0,2.075293,1.683261,2,3,0,16.382449713673054
18.0,1,1.845399,60.0,3,1,3.0,4.0,0,0,2.0,1,2.0,0.0,2,0,0,17.6185713079027
17.491272,1,1.834637,59.990861,3,1,2.943749,4.0,0,0,2.0,1,2.0,0.128895,2,0,0,17.823163836260964
18.0,1,1.721854,52.514302,2,1,2.33998,3.0,0,0,2.0,1,0.027433,1.884138,2,3,0,17.7127074495551
20.172661,0,1.605521,44.661461,2,0,3.0,2.893778,1,0,1.0,0,0.769726,0.0,1,3,0,17.326105121463698
19.220108,0,1.530266,42.0,2,1,3.0,1.0,0,0,1.954889,0,0.0,0.907868,1,3,0,17.935580283661157
18.0,1,1.71889,52.058335,2,1,1.950742,3.0,0,0,1.751723,1,0.201136,1.743319,2,3,0,17.61952125166821
19.96247,1,1.756338,54.98234,3,1,2.277436,3.502604,0,0,2.891713,1,1.696294,1.894902,2,3,0,17.824075926933478
17.580627,1,1.770324,55.695253,3,1,2.0,4.0,0,0,2.369627,1,2.0,1.612466,2,0,0,17.77103273987575
21.125098,0,1.767479,56.265959,3,1,2.371338,3.998766,0,0,2.263466,1,2.0,0.844004,1,3,0,18.01097404591081
22.033129,0,1.704223,51.437985,3,1,2.984425,3.0,0,0,2.044694,1,2.008256,1.250871,1,3,0,17.71051144984057
20.744839,0,1.667852,49.803921,3,1,2.977018,3.193671,0,0,2.482933,1,2.0,1.0,1,3,0,17.90393594560278
22.547298,0,1.722461,51.881263,3,1,2.663421,3.0,0,0,1.04111,1,0.794402,1.391948,1,3,0,17.486856463481544
21.837996,0,1.588046,44.236067,3,0,3.0,1.69608,0,0,2.550307,0,1.098862,0.0,1,3,0,17.540838529421617
23.035829,0,1.598612,42.993937,3,0,2.753752,2.812377,0,0,2.346647,0,1.612248,0.0,1,3,0,16.82368306998358
21.529439,0,1.592379,44.00945,3,0,3.0,1.612747,0,0,2.566629,0,1.190465,0.0,1,3,0,17.35613653702205
21.287999,0,1.555778,42.3601,3,0,2.318355,1.082304,0,0,1.220365,0,0.033328,0.0,1,3,0,17.50095406313848
23.444286,0,1.596466,44.594588,3,0,2.594653,1.882158,0,0,1.916812,0,0.417119,0.0,1,3,0,17.49696843526265
22.329041,0,1.598393,44.918255,3,0,2.886157,2.326233,0,0,2.306821,0,1.42237,0.0,1,3,0,17.581492446660203
18.91505,0,1.633316,45.0,2,1,3.0,3.0,1,0,2.924594,0,1.352558,0.220087,2,3,0,16.868329698259153
19.0,0,1.559567,42.12617,3,1,3.0,1.989398,0,0,2.241607,0,0.206025,0.284453,2,3,0,17.31984104420505
19.052833,0,1.546551,42.069992,3,1,3.0,1.735493,0,0,2.318736,0,1.193486,0.74568,2,3,0,17.58911292546032
19.59904,0,1.566501,41.706283,2,1,2.967853,1.0,0,0,1.131185,0,0.0,0.504176,1,3,0,16.99574212358315
19.673262,0,1.599486,44.810751,2,0,3.0,2.974568,1,0,1.145761,0,0.87967,0.0,1,3,0,17.515451479328508
20.244359,0,1.559186,41.952805,2,1,2.619835,1.0,0,0,1.198883,0,0.0,0.751212,1,3,0,17.2569940862614
20.552695,0,1.523426,42.0,2,1,3.0,1.0,0,0,1.185062,0,0.0,0.076654,1,3,0,18.096999055516253
21.997683,0,1.689441,51.107925,3,1,3.0,3.715118,0,0,1.774576,1,0.10297,0.646423,1,3,0,17.906148818447978
21.274628,0,1.737453,50.479039,3,1,3.0,3.489918,0,0,1.326694,1,0.791929,0.128394,1,3,0,16.721874043998426
18.909439,0,1.732096,50.0,2,1,1.053534,3.378859,0,0,1.0,0,1.853425,0.861809,2,3,0,16.665796971962276
22.396504,1,1.869098,61.411141,2,1,3.0,3.263201,0,0,2.233274,1,1.557737,0.000355,2,0,0,17.578548880751683
19.084317,1,1.851123,61.264785,2,1,3.0,3.994588,0,0,2.548527,1,1.285976,0.267076,2,0,0,17.878882077283855
21.084625,1,1.787264,58.585146,3,1,2.530233,3.24934,0,0,2.387945,1,1.976341,1.672508,2,0,0,18.340454811946948
18.068767,1,1.787787,52.0,2,1,3.0,3.0,0,0,2.0,1,0.854337,1.0,2,3,0,16.269409622423677
21.813083,0,1.712515,51.710723,3,1,2.8813,3.087544,0,0,1.24818,1,1.952427,0.427461,1,3,0,17.632416731631306
18.038422,1,1.698914,51.692272,2,1,2.824559,3.0,0,0,2.0,1,0.533309,1.099764,2,3,0,17.909473985945926
18.874591,0,1.533609,41.669346,2,1,2.762325,1.163666,0,0,1.30491,0,0.25289,1.001405,2,3,0,17.71688585673703
19.21164,0,1.567981,41.934368,2,1,2.070964,1.0,0,0,1.676975,0,0.0,1.718513,2,3,0,17.056444696319325
18.988581,0,1.544263,41.535047,2,1,2.68601,1.0,0,0,1.310074,0,0.0,1.0647,2,3,0,17.416952771213392
19.408999,0,1.670552,49.804245,2,1,2.794197,3.409363,0,0,1.543021,0,2.0,1.0,2,3,0,17.846224975481757
19.665881,0,1.676346,49.105025,2,0,2.720701,3.0,0,0,2.0,0,1.862235,1.0,2,3,0,17.474252684815582
19.758286,0,1.667404,49.125955,2,0,2.880792,3.281391,0,0,1.960131,0,1.513029,1.0,2,3,0,17.669706185691584
22.422674,0,1.70011,50.173425,3,1,2.674431,3.0,0,0,2.453384,1,1.321624,1.990617,1,3,0,17.35880020715607
20.242237,1,1.75633,54.567343,3,1,2.0,3.98525,0,0,2.654078,1,2.113151,2.0,2,3,0,17.689704097545913
22.637018,0,1.703584,51.607091,3,1,2.55996,3.0,0,0,1.990788,1,0.486006,1.561272,1,3,0,17.782068310288892
19.007177,0,1.690727,49.895716,2,1,1.212908,3.207071,0,0,1.029703,0,2.0,1.0,2,3,0,17.454856501493396
18.288205,0,1.713564,50.0,2,1,1.140615,3.471536,0,0,1.0,0,2.0,1.0,2,3,0,17.02822363509025
19.314429,0,1.67231,49.713944,2,1,2.562409,3.488342,0,0,1.67062,0,2.0,1.0,2,3,0,17.776434022057668
27.14823,0,1.660446,49.558304,3,1,2.004146,3.443456,0,0,2.020764,1,1.078719,1.26729,1,3,0,17.974918204245093
25.380557,0,1.630379,46.062954,3,1,2.690754,3.03779,0,0,2.212296,1,1.616882,0.0,1,3,0,17.3290454221302
22.867719,0,1.655413,50.424661,3,1,3.0,3.642802,0,0,1.995177,1,0.118271,0.065515,1,3,0,18.40052711780821
17.729923,1,1.732862,51.216463,2,1,2.051283,2.645858,0,0,2.35752,0,0.291309,0.897942,2,3,0,17.05617434080397
16.834813,0,1.74402,50.0,2,1,2.19005,3.420618,0,0,1.356405,0,1.351996,0.98468,2,3,0,16.43868533225836
17.521754,1,1.757958,52.09432,2,1,2.21498,2.64155,0,0,2.121251,0,0.998391,0.85882,2,3,0,16.85673205201391
18.0,1,1.786758,51.524444,2,1,2.91548,3.0,0,0,1.777486,0,1.077469,1.0,2,3,0,16.139194052699192
18.0,1,1.767058,51.132809,2,1,2.708965,3.0,0,0,1.873004,1,1.21718,1.0,2,3,0,16.375630955073106
18.128249,1,1.699437,52.08657,2,1,2.853513,3.0,0,0,2.0,1,0.680464,1.258881,2,3,0,18.034978144856712
17.405104,1,1.82525,58.913579,3,1,2.580872,3.887906,0,0,2.0,1,2.0,0.453649,2,0,0,17.683600408152383
19.72925,1,1.793315,58.19515,3,1,2.508835,3.435905,0,0,2.076933,1,2.026668,1.443328,2,0,0,18.095626751190977
18.525834,1,1.776989,57.275946,3,1,2.0,3.747163,0,0,2.575535,1,2.0,1.84383,2,0,0,18.13855942249867
18.595614,0,1.609495,42.656563,3,1,2.896562,2.625475,1,0,2.839558,0,1.949667,1.253311,2,3,0,16.466700861405943
16.613108,0,1.777929,44.762023,2,1,2.911877,3.098399,0,0,2.196405,0,2.328147,1.55011,2,3,0,14.160574669617416
16.928791,0,1.710948,45.248627,2,1,2.910733,3.12544,0,0,2.204263,0,2.407906,1.403037,2,3,0,15.457234117286061
17.758315,1,1.854162,59.881316,3,1,2.966126,3.96981,0,0,2.0,1,2.000088,0.378619,2,0,0,17.41790765685395
17.282945,1,1.821514,59.605028,3,1,2.613249,3.712183,0,0,2.0,1,2.002997,0.174848,2,0,0,17.96461313765503
19.993154,1,1.762073,55.511075,3,1,2.0,4.0,0,0,2.542415,1,2.0,1.807465,2,0,0,17.87853152140289
22.935612,0,1.732307,54.835576,3,1,3.0,3.0,0,0,2.00357,1,1.25955,0.417116,1,3,0,18.273119278206526
20.738469,1,1.759933,55.003417,3,1,2.627031,3.832911,0,0,2.993448,1,2.0,1.425903,2,3,0,17.758136944505654
22.99368,0,1.741377,54.877111,3,1,3.0,3.0,0,0,2.009796,1,2.0,0.071317,1,3,0,18.09696022470291
19.317148,0,1.731195,49.650897,2,1,2.919751,3.576103,0,0,1.949308,0,1.940182,1.0,2,3,0,16.566666159182795
16.910997,0,1.74823,49.928447,2,1,2.494451,3.56544,0,0,1.491268,0,1.951027,0.956204,2,3,0,16.336195445262593
19.071027,0,1.756865,49.699672,2,1,1.69427,3.266644,0,0,1.095417,0,2.0,1.0,2,3,0,16.101885742701402
18.019572,0,1.701378,50.088468,2,1,1.601236,3.433908,0,0,1.055019,0,0.819269,1.030848,2,3,0,17.303586290660153
19.735968,0,1.699956,49.98297,2,1,1.204855,3.531038,0,0,1.134658,0,2.0,1.0,2,3,0,17.29604064158991
18.094079,0,1.723328,50.0,2,1,1.052699,3.998618,0,0,1.0,0,2.0,1.0,1,3,0,16.835813868611744
19.054938,0,1.585886,42.541794,2,0,2.910345,3.0,1,0,1.0,0,1.461005,0.0,1,3,0,16.914994846787263
20.850119,0,1.524926,42.0,2,1,2.866383,1.226342,0,0,1.0,0,0.14495,0.0,1,3,0,18.061414184263192
19.349258,0,1.52337,42.0,2,1,2.913486,1.060796,0,0,1.596212,0,0.108948,0.773087,1,3,0,18.09832959317197
17.0,1,1.844749,59.313525,3,1,2.432886,3.0,0,0,2.0,1,2.697949,1.0,2,0,0,17.4292687969112
17.203917,1,1.853325,59.619485,3,1,2.883745,3.595761,0,0,2.0,1,2.077653,0.714701,2,0,0,17.357415194302046
17.671064,1,1.854706,59.20945,3,1,2.707666,3.737914,0,0,2.026547,1,2.009397,0.613971,2,0,0,17.212377922661492
21.310907,0,1.72064,50.0,3,1,2.919584,3.697831,0,0,1.147121,1,0.993058,0.08922,1,3,0,16.88845709010222
21.708354,0,1.704167,50.165754,3,1,2.969205,3.21043,0,0,2.765876,1,0.611037,1.300692,1,3,0,17.273607283642665
22.176922,0,1.71746,51.491957,3,1,2.486189,3.0,0,0,1.064378,1,2.206055,1.958089,1,3,0,17.456860275033595
17.823438,0,1.708406,50.0,2,1,1.642241,3.45259,0,0,1.099231,0,0.418875,1.0,2,3,0,17.13120169482621
18.0,0,1.763465,50.279053,2,1,1.567101,3.0,0,0,1.994139,0,0.107981,1.0,2,3,0,16.167892025823217
18.281092,0,1.7,50.0,2,1,1.036414,3.205587,0,0,1.745959,0,0.115974,1.0,2,3,0,17.301038062283737
18.656912,0,1.574017,41.220175,2,1,1.649974,1.513835,0,0,1.549974,0,0.227802,1.972926,2,3,0,16.637612076461625
19.994543,0,1.537739,39.101805,2,1,1.118436,3.0,0,0,1.997744,0,2.432443,1.626194,2,3,0,16.536041268690497
20.255616,0,1.534223,41.268597,2,1,2.673638,2.779379,0,0,1.249074,0,0.043412,0.403694,1,3,0,17.532454734733875
19.865895,1,1.76033,55.3707,3,1,2.120185,4.0,0,0,2.582165,1,2.0,1.510609,2,0,0,17.8686537402889
17.888073,1,1.841879,60.0,3,1,3.0,3.732126,0,0,2.0,1,2.000934,0.384662,2,0,0,17.685977072831747
18.470562,1,1.856406,58.673963,3,1,2.34222,3.937099,0,0,2.311791,1,2.013377,1.128355,2,0,0,17.025485134899714
17.925497,1,1.829142,59.933015,3,1,2.86099,4.0,0,0,2.0,1,2.0,0.007872,2,0,0,17.913121930048373
17.000752,1,1.822084,58.443049,3,1,2.559571,3.047959,0,0,2.0,1,2.011646,0.588994,2,0,0,17.603380487852682
17.362129,1,1.80671,59.243506,3,1,2.424977,4.0,0,0,2.0,1,2.0,0.03921,2,0,0,18.149466151930554
18.0,1,1.707259,50.664459,2,1,1.786841,3.0,0,0,1.546856,1,0.512094,1.608265,2,3,0,17.38219380835543
18.0,1,1.708107,51.314659,2,1,1.303878,3.0,0,0,1.755497,1,0.062932,1.672532,2,3,0,17.58779124888334
18.0,1,1.739344,50.951444,2,1,1.889883,3.0,0,0,1.959531,1,0.520407,1.151166,2,3,0,16.841684600792135
19.029494,0,1.573987,44.316254,2,0,2.984004,3.0,1,0,1.015249,0,1.327833,0.0,1,3,0,17.887957761754453
19.269079,0,1.58092,44.753943,2,0,3.0,2.975362,1,0,1.246822,0,0.979701,0.0,1,3,0,17.906533396098776
19.946244,0,1.603435,45.0,2,0,3.0,3.0,1,0,2.487919,0,1.230441,0.0,1,3,0,17.50289128843946
19.639431,0,1.53535,42.0,2,1,3.0,1.0,0,0,1.49681,0,0.0,0.513427,1,3,0,17.816996871809412
19.0,0,1.53161,42.0,2,1,2.749268,1.394539,0,0,1.322048,0,0.463949,0.800993,1,3,0,17.90411686470717
19.434709,0,1.525691,42.0,2,1,3.0,1.0,0,0,1.764055,0,0.0,0.560887,1,3,0,18.04330630022941
